subID,cue,coherence,threshold,congruent,noise1Frames,signal1Frames,noise2Frames,signal2Frames,RT,rawChoice,forcedChoice,accumulatorDifference,vizDifference
1,0.5,0.52,10,1,76,48,81,427,632,NaN,0,21.4803242354668,12.8966361506601
1,0.5,0.52,10,1,79,27,94,432,409,1,1,9.67726412127928,0.497866522290733
1,0.5,0.52,10,1,107,25,80,420,632,NaN,1,3.91185286685544,5.45886790984276
1,0.5,0.52,10,1,83,35,98,416,551,1,1,16.6755399467831,3.33720847785341
1,0.5,0.52,10,1,103,23,92,414,301,1,1,11.0141205516197,0.473226489615138
1,0.5,0.52,10,1,94,53,80,405,585,0,0,4.93453610598867,7.80127257332629
1,0.5,0.52,10,1,81,33,78,440,313,1,1,10.5483735326841,0.100935433056215
1,0.5,0.52,10,1,75,30,76,451,267,1,1,7.4665880098171,1.38694678505686
1,0.5,0.52,10,1,88,34,78,432,249,1,1,10.9627649449844,0.366339860151463
1,0.5,0.52,10,1,89,32,79,432,507,0,0,2.52943872677434,3.76844169260974
1,0.5,0.52,10,1,75,39,77,441,429,0,0,4.46476781479658,2.87080706258012
1,0.5,0.52,10,1,105,24,93,410,305,1,1,14.5597807802926,2.17555714334408
1,0.5,0.52,10,1,80,49,88,415,632,NaN,0,1.75206014115411,2.92782533878763
1,0.5,0.52,10,1,95,29,86,422,325,0,0,2.89268760860026,3.9605624412519
1,0.5,0.52,10,1,77,51,75,429,301,1,1,1.93196492214354,4.15371159951667
1,0.5,0.52,10,1,86,42,103,401,301,1,1,7.37858876771961,1.31222895803289
1,0.5,0.52,10,1,79,26,96,431,632,NaN,1,6.01682608287062,0.0207918858510805
1,0.5,0.52,10,1,75,28,105,424,477,1,1,1.10371331920757,4.4867135921538
1,0.5,0.52,10,1,84,28,75,445,245,0,0,4.75784720718724,2.92530388698682
1,0.5,0.52,10,1,102,54,75,401,343,1,1,15.3678558521174,2.6518774145264
1,0.5,0.52,10,1,82,23,87,440,523,1,1,9.62046619238277,0.215405677159486
1,0.5,0.52,10,1,96,30,102,404,265,0,0,6.46663908835813,1.76998255798358
1,0.5,0.52,10,1,106,23,82,421,632,NaN,1,13.4356724772365,8.88243625884246
1,0.5,0.52,10,1,82,55,85,410,349,0,0,6.80372746111684,8.44104333236603
1,0.5,0.52,10,1,75,41,270,246,193,1,1,0.697110764664362,5.56331113647987
1,0.5,0.52,10,0,87,31,83,431,237,1,1,0.756321640135498,4.90767541879847
1,0.5,0.52,10,0,99,27,83,423,513,1,1,14.9585997817747,2.23193363368335
1,0.5,0.52,10,0,81,45,75,431,555,0,0,3.23465588587346,3.58200007514616
1,0.5,0.52,10,0,98,37,104,393,359,0,0,11.2039454947098,0.524719210625003
1,0.5,0.52,10,0,75,25,106,426,455,0,0,0.505900477763123,4.89389588461121
1,0.5,0.52,10,0,100,40,75,417,509,1,1,6.82309699056495,1.61562050770963
1,0.5,0.52,10,0,84,29,82,437,231,1,1,8.76630297860352,0.929161856095899
1,0.5,0.52,10,0,93,50,90,399,519,0,0,3.26973776209898,3.37777373892788
1,0.5,0.52,10,0,80,23,99,430,535,1,1,3.72437300015168,3.319639105361
1,0.5,0.52,10,0,91,23,79,439,311,0,0,11.3805301323843,0.595878836564339
1,0.5,0.52,10,0,85,43,89,415,405,0,0,13.5851642631216,1.73731595651711
1,0.5,0.52,10,0,83,46,75,428,287,1,1,0.777911852830123,5.58088998707209
1,0.5,0.52,10,0,104,26,100,402,229,0,0,4.91755079969395,7.57304458796458
1,0.5,0.52,10,0,78,47,101,406,632,NaN,0,1.45029708051982,2.02108057796328
1,0.5,0.52,10,0,85,23,75,449,231,0,0,9.81433385748232,0.241605740491577
1,0.5,0.52,10,0,270,44,107,211,632,NaN,0,11.7725108845892,7.1695942233454
1,0.5,0.52,10,0,97,38,81,416,385,1,1,7.92609138471067,1.47329922921933
1,0.5,0.52,10,0,75,52,97,408,277,0,0,8.67748734551772,0.767500632964721
1,0.5,0.52,10,0,90,23,84,435,259,1,1,7.61946501640349,1.49712765153124
1,0.5,0.52,10,0,78,218,95,241,487,1,1,21.4670442000631,5.46716249009437
1,0.5,0.52,10,0,92,36,77,427,323,1,1,6.9747741663285,1.63941004725425
1,0.5,0.52,10,0,75,33,91,433,285,1,1,12.5430302650103,0.960850510838235
1,0.5,0.52,10,0,101,32,85,414,363,1,1,5.27080325913348,2.41211429466254
1,0.5,0.52,10,0,77,31,84,440,447,1,1,6.77657546778357,1.71230054721601
1,0.5,0.52,10,0,75,23,75,459,475,0,0,7.44832782285149,1.57374172396403
